"Id","Name","AccountNumber","Type","Industry","Ownership","Rating","ParentId","OwnerId","CreatedDate","LastModifiedDate","Phone","Website","BillingStreet","BillingCity","BillingState","BillingPostalCode","BillingCountry","AnnualRevenue","NumberOfEmployees","Description"
"001V5000006bDbDIAU","Walmart","","Prospect","Retail","Public","","","005V5000001gAGSIA2","2009-07-22T19:35:58.000Z","2026-05-04T08:32:07.000Z","(479) 273-4000","corporate.walmart.com","702 SW 8th St","Bentonville","AR","72716-6209","United States","4.0561E11","2100000","Wal-Mart Stores, Inc. operates retail stores in various formats worldwide. It operates through three segments: Walmart U.S., Walmart International, and Sams Club. The company operates discount stores, supermarkets, supercenters, hypermarkets, warehouse clubs, cash and carry stores, home improvement stores, specialty electronics stores, apparel stores, drug stores, convenience stores, and membership-only warehouse clubs; and retail Websites, such as walmart.com and samsclub.com, as well as mobile commerce applications. It offers grocery products, including meat, produce, natural and organics, deli and bakery, dairy, frozen foods, alcoholic and nonalcoholic beverages, floral and dry grocery, as well as consumables, such as health and beauty aids, baby products, household chemicals, paper goods, and pet supplies; and health and wellness products, which include pharmacy, optical services, clinical services, over-the-counter drugs, and other medical products. The company also provides electronics, cameras and supplies, photo processing services, cellular phones, cellular service plan contracts and prepaid service, movies, music, video games, and books; stationery, automotive, hardware and paint, sporting goods, and outdoor living and horticulture, as well as fabrics, crafts, and seasonal merchandise; apparel for women, girls, men, boys, and infants, as well as shoes, jewelry, and accessories; and home furnishings, housewares and small appliances, bedding, home decor, and toys. In addition, it offers fuel and financial services and related products, including money orders, prepaid cards, wire transfers, money transfers, check cashing, and bill payment. In addition, it offers brand name merchandise, including hardgoods, softgoods, and selected private-label items, such as Members Mark. It operates 11,593 stores under 63 banners in 28 countries and e-commerce Websites in 11 countries. Wal-Mart Stores, Inc. was founded in 1945 and is headquartered in Bentonville."
"001V5000006bDbEIAU","Sempra","","Prospect","Utilities","","","","005V5000001gBKBIA2","2009-07-22T19:35:58.000Z","2026-05-04T08:32:11.000Z","(619) 696-2000","www.sempra.com","488 8th Ave.","San Diego","CA","92101","United States","0.0","15785","Sempra Energy's is an energy infrastructure company. The energy company operates electric and natural gas utilities in San Diego and Southern California, clean energy plants across the U.S., and energy distribution systems."
"001V5000006bDbFIAU","First American","","Prospect","Div Financial Services","Public","","","005V5000001gBKBIA2","2006-11-29T15:45:19.000Z","2026-04-28T13:37:17.000Z","(714) 250-3000","www.firstam.com","1 First American Way","Santa Ana","CA","92707-5913","United States","0.0","21153","At First American our philosophy is simple. We are customer-centered experts in the title and escrow industry and are proud to be the largest independent title and escrow agent in Idaho and Montana. We currently serve 66 counties in Idaho and Montana with each of our offices employing local people. In addition to our local focus, we are dedicated to being a regional solution for settlement services. Our expert sales staff, coupled with state of the art technology, allows us to create a suite of services tailored to your specific needs. Finally, in order to effectively serve our customer's national needs, we operate as a seamless extension of our Underwriters: First American Title Insurance Company, Old Republic National Title Insurance Company, Commonwealth Land Title Insurance Company, Fidelity National Title Insurance Company, and Westcor Land Title Insurance Company. 

Thank you for choosing First American, we value your business and look forward to serving you. 

We Make Things Simple."
"001V5000006bDbGIAU","Rheem Manufacturing Company Inc.","","Prospect","Manufacturing","","","","005V5000001gBKBIA2","2009-07-22T19:35:58.000Z","2026-04-30T09:05:54.000Z","","www.rheem.com","","Atlanta","GA","","United States","","10000",""
"001V5000006bDbHIAU","PetSmart","","Prospect","Retail","Private","","","005V5000001gAGRIA2","2009-07-22T19:35:58.000Z","2026-05-04T08:32:09.000Z","(623) 580-6100","www.petsmart.com","19601 North 27th Avenue","Phoenix","AZ","85027","United States","4.67E9","55000","PetSmart, Inc. is the largest specialty pet retailer of services and solutions for the lifetime needs of pets. At PetSmart, we love pets, and we believe pets make us better people. Every day with every connection, PetSmart's passionate associates help bring pet parents closer to their pets so they, together, can live more fulfilled lives. This vision impacts everything we do for our customers, the way we support our associates and how we give back to our communities. PetSmart employs approximately 55,000 associates and operates more than 1,600 pet stores in the United States, Canada and Puerto Rico, as well as more than 200 in-store PetSmart Pets HotelÂ® dog and cat boarding facilities. The retailer provides a broad range of competitively priced pet food and products, as well as services such as dog training, pet grooming, pet boarding, PetSmart Doggie Day Campâ„¢ and pet adoption. PetSmart, PetSmart CharitiesÂ® and PetSmart CharitiesÂ® of Canada work with more than 3,500 animal welfare organizations to bring adoptable pets into stores so they have the best chance possible of finding a forever home. Through this in-store adoption program and other signature events, PetSmart has facilitated more than 8 million adoptions, more than any other brick-and-mortar organization. In May 2017, PetSmart acquired Chewy.com, a leading online retailer of pet food and products in the U.S., which operates as an independent subsidiary."
"001V5000006bDbIIAU","Old Republic Home Protection","","Prospect","Business Services","Private","","001V5000006eThrIAE","005V5000001gBKBIA2","2009-07-22T19:35:58.000Z","2026-04-30T09:05:58.000Z","(800) 282-7131","www.orhp.com","2 ANNABEL LN STE 220","SAN RAMON","CA","945834358","United States","3.8036E9","862",""
"001V5000006bDbJIAU","Abbott Laboratories","","Prospect","Manufacturing","Public","","","005V5000004XWIAIA4","2009-07-22T21:15:15.000Z","2026-05-04T05:56:33.000Z","(224) 667-6100","www.abbott.com","100 Abbott Park Road","Abbott Park","IL","60064-3500","United States","2.953E10","115000","Abbott Laboratories manufactures and sells health care products worldwide. The companys Established Pharmaceutical Products segment offers branded generic pharmaceuticals to treat pancreatic exocrine insufficiency; irritable bowel syndrome or biliary spasm; intrahepatic cholestasis or depressive symptoms; gynecological disorders; hormone replacement therapy; dyslipidemia; hypertension; hypothyroidism; MÃ©nire's disease and vestibular vertigo; pain, fever, and inflammation; migraines; anti-infective clarithromycin; cardiovascular and metabolic products; and influenza vaccines, as well as to regulate physiological rhythm of the colon. Its Diagnostic Products segment provides immunoassay and clinical chemistry systems; assays used to screen and/or diagnosis cancer, cardiac, drugs of abuse, fertility, infectious diseases, and therapeutic drug monitoring; hematology systems and reagents; diagnostic systems and cartridges; instruments to automate the extraction, purification, and preparation of DNA and RNA from patient samples, and detects and measures infectious agents; genomic-based tests; informatics and automation solutions; and a suite of informatics tools and professional services. The companys Nutritional Products segment provides pediatric and adult nutritional products. Its Vascular Products segment offers coronary, endovascular, vessel closure, and structural heart devices to treat vascular disease. The company also provides blood and flash glucose monitoring systems, including test strips, sensors, data management decision software, and accessories for people with diabetes; and medical devices for the eye, such as cataract and LASIK surgery, contact lens care, and dry eye products. It serves retailers, wholesalers, hospitals, health care facilities, laboratories, physicians' offices, and government agencies. The company was founded in 1888 and is headquartered in North Chicago."
"001V5000006bDbKIAU","NutriSystem, Inc.","","Prospect","Retail","Public","","","005V5000001gAGRIA2","2009-07-23T12:20:19.000Z","2026-05-02T10:23:09.000Z","(215) 706-5300","www.nutrisystem.com","550 Blair Mill Rd","Horsham","PA","19044-2301","United States","3.58086E8","440","Founded in 1972, Nutrisystem is a commercial weight-loss and management system that delivers frozen and pre-packaged meals direct to consumer. They are headquartered in Fort Washington, Pennsylvania."
"001V5000006bDbLIAU","Health Markets","","Prospect","Fin Services","Private","","","005V5000001gA76IAE","2009-07-23T15:13:49.000Z","2026-05-04T08:32:09.000Z","(817) 255-3983 x8172555200","http://www.healthmarkets.com","9151 Grapevine Hwy.","North Richland Hills","TX","76180","United States","8.61653E8","1450","HealthMarkets lets the self-employed shop for better insurance. The holding company offers health insurance through its MEGA Life and Health Insurance, Mid-West National Life Insurance Company of Tennessee, Chesapeake Life Insurance Company, and HealthMarkets Insurance to mostly self-employed individuals in the US. Health care options include PPOs, high-deductible plans, and health spending accounts (HSAs). HealthMarkets also provides supplemental dental, vision, accident, illness, and hospital indemnity insurance. The company manages a network of insurance brokers through its Insphere Insurance Solutions division. A consortium led by the Blackstone Group owns HealthMarkets."
"001V5000006bDbMIAU","Penske Corporation","","Prospect","Retail","Private","","","005V5000001gBKBIA2","2009-08-05T13:41:10.000Z","2026-05-04T08:32:07.000Z","(610) 775-6000","www.penske.com","144 KINGSWOOD CT","GLEN MILLS","PA","193422016","United States","88000.0","70000","Penske, headed by race-car legend Roger Penske, appears to be on the right track as a diversified transportation firm. Penske is a partner with GE Equipment Management in Penske Truck Leasing, a commercial truck rental operation with more than 210,000 vehicles at some 1,000 locations. Penske owns more than a third of publicly-traded auto dealer Penske Automotive Group (formerly United Auto Group), which runs 330-plus franchised dealerships in some 20 states, Puerto Rico, and the UK. Through Penske Motor it sells cars in California. Truck-Lite makes safety lights for boats, buses, cars, commercial trucks, construction equipment, and recreational vehicles. Roger Penske is the company's majority owner."
"001V5000006bDbNIAU","Quill","","Prospect","Retail","Private","","001V5000006bHV2IAM","005V5000001gBKBIA2","2009-08-06T20:34:25.000Z","2026-04-28T13:37:19.000Z","(800) 634-0320","www.quill.com","100 SCHELTER RD","LINCOLNSHIRE","IL","600693602","United States","2.45451E10","500","Despite its old-fashioned name, Quill Corporation is an Internet Age supplier of office supplies and equipment. Through Quill.com, the company distributes products to more than 1 million small and midsized US businesses via its website and catalog. To compete with superstores, the company markets some 160,000 products under the Quill brand, as well as under the Bic, Hewlett-Packard, Mead, Papermate, and Xerox names. Quill also equips medical professionals with workplace goods through its Quill Healthcare unit. Founded by Jack Miller in 1956, Quill is owned by office retailer Staples, which counts Quill among its North American Commercial segment."
"001V5000006bDbOIAU","Vector BPO","","","Outsourcer","Private","","","005V5000001gAGjIAM","2009-08-07T15:57:55.000Z","2026-04-28T13:37:19.000Z","(469) 667-1831","http://www.vectorbpo.com/#!","316 California Ave 848","Reno","NV","89509-1650","United States","0.0","500",""
"001V5000006bDbPIAU","MoneyGram","","Prospect","Div Financial Services","Public","","","005V5000001gAGRIA2","2009-08-07T16:12:01.000Z","2026-05-04T08:32:07.000Z","(214) 999-7552","www.moneygram.com","2828 North Harwood Street","Dallas","TX","75201","United States","5.0E11","3186","MoneyGram International is a global payment services company. MoneyGram's convenient and reliable network includes retailers, international post offices and financial institutions."
